name,train_acc,test_acc,train_auc,test_auc,run_time
DT,1.0,0.920937243080296,1.0,0.5335064345745533,11.372100591659546
RF,1.0,0.9616333241984105,0.9999999999999999,0.7454544396792683,315.1084361076355
AdaBoost,0.9850252171787864,0.9349136749794464,0.9996361145474362,0.6163694645814128,1590.9879491329193
